Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2010-01-04,23.25405502319336,23.366756131328316,22.983571217211594,23.006112012067522,38409100
2010-01-05,23.261560440063477,23.366749352469416,23.021131096973196,23.178913749046146,49749600
2010-01-06,23.118804931640625,23.35172066369829,22.93096934025532,23.20145161736131,58182400
2010-01-07,22.87838363647461,23.066219293808317,22.683034380878873,23.013624105974117,50559700
2010-01-08,23.036163330078125,23.201458181355395,22.7205993899508,22.750653780949705,51197400
2010-01-11,22.743146896362305,23.11130469633571,22.63044576299455,23.07373669649802,68754700
2010-01-12,22.592870712280273,22.840813701539318,22.472656016462082,22.65297806018937,65912100
2010-01-13,22.80324935913086,22.930977664965376,22.547792747461823,22.73562840703774,51863500
2010-01-14,23.261560440063477,23.366749352469416,22.73562161032147,22.773188157777355,63228100
2010-01-15,23.18642807006836,23.471937565646453,23.073725558033246,23.351722890342838,79913200
2010-01-19,23.36675262451172,23.47194011857512,23.051188709249384,23.103782456281085,46575700
2010-01-20,22.983564376831055,23.246534506262204,22.773187986671754,23.148859190695703,54849500
2010-01-21,22.547792434692383,23.081245012613525,22.54027883644489,22.99859829803575,73086700
2010-01-22,21.758882522583008,22.69054867253227,21.66872220682816,22.540279568844355,102004600
2010-01-25,22.02936553955078,22.284822146741124,21.864070677927987,21.96925818686319,63373000
2010-01-26,22.16460418701172,22.427574353811025,21.856553870583763,21.93920200579638,66639900
2010-01-27,22.29233741760254,22.405038533213933,21.8039649612382,22.051907988812246,63949500
2010-01-28,21.909151077270508,22.44260509223015,21.70628822229688,22.420064297320074,117513700
2010-01-29,21.17283058166504,22.480166279573258,20.782132161672603,22.465139086556935,193888500
2010-02-01,21.34564208984375,21.398235839936717,20.977484406120762,21.3306148946537,85931100
2010-02-02,21.38321304321289,21.413267439775094,21.14278360300526,21.315593517092935,54413700
2010-02-03,21.51093292236328,21.631149028371247,21.12774954804966,21.2329370286007,61397900
2010-02-04,20.917381286621094,21.413267363552297,20.894840489279677,21.323105607259123,77850000
2010-02-05,21.0526123046875,21.247961481288343,20.71450768497994,21.03758511424011,80960100
2010-02-08,20.827213287353516,21.097697042082803,20.71451220057367,21.045103297123678,52820600
2010-02-09,21.04511070251465,21.29305375390578,20.849761414589427,21.015056304492656,59195800
2010-02-10,21.030073165893555,21.217908761980212,20.91737209485593,21.060127549141917,48591300
2010-02-11,21.127756118774414,21.33813114530305,20.812192145909076,20.985000612863992,65993700
2010-02-12,20.984994888305664,21.082668776396012,20.72202474380888,20.894833163622884,81117200
2010-02-16,21.400169372558594,21.415266839151613,21.15106693286844,21.234100119582717,51935600
2010-02-17,21.58133316040039,21.626624117274748,21.407716625904065,21.536042203526037,45882900
2010-02-18,21.868181228637695,21.91347363237242,21.520948105314204,21.581336537186715,42856500
2010-02-19,21.71721076965332,21.830438898925404,21.656822338056624,21.73230823749594,44451800
2010-02-22,21.68701171875,21.845532221469888,21.62662329861231,21.770046336354394,36707100
2010-02-23,21.38507080078125,21.762498807459192,21.20390553034867,21.64927069341053,52266200
2010-02-24,21.611526489257812,21.732304772970725,21.42281249063086,21.528493308907965,43165900
2010-02-25,21.58888053894043,21.626622760672625,21.151064143889,21.339778132096917,48735300
2010-02-26,21.641721725463867,21.777596036756034,21.52094487982051,21.626624259815056,40370600
2010-03-01,21.905921936035156,21.928566695066436,21.536042660863817,21.717207931982006,43805400
2010-03-02,21.483198165893555,22.117277235392613,21.3171303866527,21.95120945615176,93123900
2010-03-03,21.483198165893555,21.596427702411745,21.40016499615981,21.520941824657406,48442100
2010-03-04,21.611526489257812,21.626623954693617,21.339779310281017,21.483200912600545,42890600
2010-03-05,21.58133316040039,21.649270315598702,21.45300758277842,21.6341728500494,56001800
2010-03-08,21.611526489257812,21.837984151474277,21.51339584347216,21.528493308907965,39414500
2010-03-09,21.739856719970703,21.973863165001035,21.551142680943965,21.5586914152779,50271600
2010-03-10,21.868181228637695,21.97386206424493,21.739855630936887,21.785148034671607,44891400
2010-03-11,22.026695251464844,22.034243983189363,21.77759286364922,21.80778635077393,35349700
2010-03-12,22.094636917114258,22.177670103523333,21.92102037125369,22.132379143684414,31700200
2010-03-15,22.109725952148438,22.170114355495873,21.898365820545855,22.0266913576308,37512000
2010-03-16,22.170116424560547,22.26069831814886,22.0417908754994,22.207858640260138,36723500
2010-03-17,22.36638641357422,22.54755315108809,22.19276984987838,22.26825575054686,50385700
2010-03-18,22.351285934448242,22.434319112852748,22.268251316270216,22.366381959756822,43845200
2010-03-19,22.336196899414062,22.57020193740987,22.155031569374657,22.464522521497067,81332100
2010-03-22,22.343746185302734,22.419232101289136,22.185225617753886,22.268260269316336,37718200
2010-03-23,22.555091857910156,22.570189320250524,22.200310131551056,22.33618441306785,42026600
2010-03-24,22.381479263305664,22.53245103349001,22.343737040646328,22.43431895093813,33987700
2010-03-25,22.653230667114258,23.075949660073302,22.494710144896068,22.51735634514829,73168700
2010-03-26,22.3890380859375,22.796661185276044,22.336198374491577,22.71362653027579,55595500
2010-03-29,22.336196899414062,22.5098134940634,22.3060019578538,22.426778844546735,33336000
2010-03-30,22.472064971923828,22.54000213165977,22.268253492716003,22.366384145793667,34954800
2010-03-31,22.109725952148438,22.43431272028272,22.01914262724073,22.37392431693528,63760000
2010-04-01,22.0115966796875,22.298442711682434,21.603975265501656,22.155019695684967,74768100
2010-04-05,22.094636917114258,22.215413769867144,21.91347163798493,21.988956091125242,34331200
2010-04-06,22.13237953186035,22.328642280969422,21.875728355315694,22.004053943588023,47366800
2010-04-07,22.155025482177734,22.31354456249308,21.996504962088725,22.011602428720757,58318800
2010-04-08,22.58529281616211,22.63058377550926,22.11728143699613,22.132378903369727,63713800
2010-04-09,22.90233039855957,22.955170086450142,22.570193366395756,22.60793702901296,54752500
2010-04-12,22.887237548828125,23.015563148057026,22.804202914099484,22.83439785028219,37068800
2010-04-13,22.985370635986328,23.023112868057204,22.743815455501583,22.75891292423948,41374600
2010-04-14,23.26466178894043,23.400536099884174,23.143884943606785,23.24201703029885,68941200
2010-04-15,23.302406311035156,23.362794735925675,23.1816280214805,23.26466264562007,52745400
2010-04-16,23.151432037353516,23.385436978648848,23.098592351232647,23.24201538482748,88703100
2010-04-19,23.430734634399414,23.589253728362593,23.219374402674724,23.226923136640654,64970300
2010-04-20,23.672283172607422,23.732671591322298,23.49866520900036,23.56660236002628,52199500
2010-04-21,23.649639129638672,23.77796471106712,23.574153239426597,23.649639129638672,55343100
2010-04-22,23.694927215576172,23.80060802497198,23.325047982124428,23.430728791520234,84847600
2010-04-23,23.37034034729004,23.838351686339365,23.136335397652132,23.49111862815238,126766600
2010-04-26,23.483570098876953,23.611895673616253,23.294856103070543,23.400535479994605,63649300
2010-04-27,23.287311553955078,23.589253713533548,23.211825654117014,23.362797453793142,68730900
2010-04-28,23.332599639892578,23.400536797389467,23.113692141115404,23.34014837292263,64557900
2010-04-29,23.40053939819336,23.725127755693393,23.151436939609994,23.347699700883823,52665200
2010-04-30,23.053308486938477,23.460930076493025,23.038211017754332,23.45338134190095,63214800
